Epoch,DNN Train Loss,DNN Valid Loss
67,0.5809737332165241,0.5751843452453613
68,0.5797103593746821,0.5734413266181946
69,0.57840496301651,0.5679225921630859
70,0.5776450037956238,0.5847086310386658
71,0.5780088417232037,0.582602322101593
72,0.5763233751058578,0.5719422698020935
73,0.5763184403379759,0.5805565714836121
74,0.5768166743218899,0.5714765787124634
75,0.5755309499800205,0.5787470936775208
76,0.5750165730714798,0.5864930748939514
77,0.5737449948986372,0.5761271715164185
78,0.5727034670611223,0.5776528120040894
79,0.5730337264637152,0.5705324411392212
80,0.5724364121754965,0.5595839619636536
81,0.5720926411449909,0.5819588899612427
82,0.5710197115937868,0.5610147714614868
83,0.5694620609283447,0.550753116607666
84,0.5688306068380674,0.5772184729576111
85,0.5684454453488191,0.5654082894325256
86,0.5690005098779997,0.5715020298957825
87,0.568196177482605,0.5844904780387878
88,0.5687198055287203,0.5721684694290161
89,0.5684477190176646,0.5743663907051086
90,0.5673703079422315,0.5622376203536987
91,0.5656009664138159,0.5557695031166077
92,0.5650063330928484,0.5729880928993225
93,0.5640455757578214,0.5447978973388672
94,0.5659004126985868,0.5624704360961914
95,0.5651384306450685,0.5855823159217834
96,0.5643446755905946,0.5660927891731262
97,0.5640371690193812,0.5712584853172302
98,0.5626607822875181,0.5693258047103882
99,0.5626996668676535,0.5582479238510132
100,0.562978520989418,0.5659070611000061
101,0.5628726407885551,0.5506259799003601
102,0.5624733405808607,0.5463457703590393
103,0.5622269834081332,0.5590460300445557
104,0.5614783962567648,0.5697188973426819
105,0.5606733324627081,0.5631345510482788
106,0.5606532941261927,0.5575089454650879
107,0.5599679388105869,0.5551642775535583
108,0.5594108738005161,0.5551708936691284
109,0.5595011115074158,0.554718554019928
110,0.559384989241759,0.5635663270950317
111,0.5575752804676691,0.5639593601226807
112,0.5577730623384317,0.558853805065155
113,0.5592504379649957,0.5532023906707764
114,0.5572788864374161,0.5557628870010376
115,0.5566814156870047,0.5467303991317749
116,0.557093602915605,0.5566296577453613
117,0.5574693009257317,0.5787743330001831
118,0.5561940595507622,0.5632204413414001
119,0.5568806131680807,0.5649254322052002
120,0.5577297906080881,0.5448259115219116
121,0.5556193764011065,0.5561517477035522
122,0.5569663693507513,0.5532754063606262
123,0.5541636409858862,0.552070677280426
124,0.5550053454935551,0.5487202405929565
125,0.5543128450711569,0.5697371363639832
126,0.5545803631345431,0.5421915650367737
127,0.5545432865619659,0.5412854552268982
128,0.5544804073870182,0.5577888488769531
129,0.5542576971153418,0.5626786351203918
130,0.5532586351037025,0.5516950488090515
131,0.5523716894288858,0.5779209733009338
132,0.5536275121072928,0.5352187156677246
133,0.552876907090346,0.5630051493644714
134,0.5528756814698378,0.5509358644485474
135,0.5509530963997046,0.5564079880714417
136,0.5523089778920015,0.5477353930473328
137,0.5523649118840694,0.5527841448783875
138,0.5504106804728508,0.5447421669960022
139,0.5520592170457045,0.5570439100265503
140,0.5506585451463858,0.5620229840278625
141,0.5512246402601401,0.5354942083358765
142,0.5497170401116213,0.5346472263336182
143,0.5507836230099201,0.5630307793617249
144,0.5509055629372597,0.5429850816726685
145,0.549957467863957,0.5533302426338196
146,0.550539484868447,0.5655179619789124
147,0.5501069674889246,0.5442972779273987
148,0.549068745225668,0.5438751578330994
149,0.5489069248239199,0.5454415082931519
150,0.5489149490992228,0.5343332290649414
151,0.5496452040970325,0.5662634372711182
152,0.5481563818951448,0.5515706539154053
153,0.5480625505248705,0.5437912940979004
154,0.5483469367027283,0.5507524609565735
155,0.5479213334619999,0.5481822490692139
156,0.5469894173244635,0.5458217859268188
157,0.5468825524051985,0.5464917421340942
158,0.5466162959734598,0.5499764680862427
159,0.5466213809947172,0.53961580991745
160,0.5460677047570547,0.5278013944625854
161,0.547177542001009,0.5501431226730347
162,0.5467278361320496,0.5516238808631897
163,0.5466883679231008,0.5492490530014038
164,0.5466578453779221,0.5391151309013367
165,0.5452080927789211,0.5337055325508118
166,0.5456812319656213,0.5679483413696289
167,0.5464792052904764,0.5522248148918152
168,0.5447253535191218,0.5355663299560547
169,0.544772336880366,0.5442681312561035
170,0.5449470529953638,0.530148983001709
171,0.5449398197233677,0.5395013093948364
172,0.5454215171436468,0.5343818068504333
173,0.5451132195691267,0.545621931552887
174,0.5445822514593601,0.5491579174995422
175,0.5443256596724192,0.5466731190681458
176,0.5431002924839655,0.5357527136802673
177,0.5439138611157736,0.5525100827217102
178,0.5441186005870501,0.5401010513305664
